STO DATABASE;BRANCH DATABASE;REGION SAP;AREA DATABASE;INCIDENT;TTR CUSTOMER;SUMMARY;REPORTED DATE;OWNER GROUP;OWNER;CUSTOMER SEGMENT;SERVICE TYPE;WITEL;WORKZONE;STATUS;STATUS DATE;TICKET ID GAMAS;REPORTED BY;CONTACT PHONE;CONTACT NAME;CONTACT EMAIL;BOOKING DATE;DESCRIPTION ASSIGMENT;REPORTED PRIORITY;SOURCE TICKET;SUBSIDIARY;EXTERNAL TICKET ID;CHANNEL;CUSTOMER TYPE;CLOSED BY;CLOSED / REOPEN by;CUSTOMER ID;CUSTOMER NAME;SERVICE ID;SERVICE NO;SLG;TECHNOLOGY;LAPUL;GAUL;ONU RX;PENDING REASON;DATEMODIFIED;INCIDENT DOMAIN;REGION;SYMPTOM;HIERARCHY PATH;SOLUTION;DESCRIPTION ACTUAL SOLUTION;KODE PRODUK;PERANGKAT;TECHNICIAN;DEVICE NAME;WORKLOG SUMMARY;LAST UPDATE WORKLOG;CLASSIFICATION FLAG;REALM;RELATED TO GAMAS;TSC RESULT;SCC RESULT;TTR AGENT;TTR MITRA;TTR NASIONAL;TTR PENDING;TTR REGION;TTR WITEL;TTR END TO END;NOTE;GUARANTE STATUS;RESOLVE DATE;SN ONT;TIPE ONT;MANUFACTURE ONT;IMPACTED SITE;CAUSE;RESOLUTION;NOTES ESKALASI;RK INFORMATION;EXTERNAL TICKET TIER 3;CUSTOMER CATEGORY;CLASSIFICATION PATH;TERITORY NEAR END;TERITORY FAR END;URGENCY;URGENCY DESCRIPTION
ABA;PEMATANG SIANTAR;SUMBAGUT;AREA 1;INC47697446;00.49.04;[TIF] THC_ASTINET_CCBI BATAM NAGOYA_BATAM_DOWN [2089059022] [C_CONN][DWS];31/03/26 18.32;TIF ASR NON FBB DISTRICT BATAM;;DWS;METRO-E;RIKEP;LBJ;BACKEND;31/03/26 18.36;;MYCAREER;6221;THC;;;Assigned By STO;;CUSTOMER;;REFID-1774956749620;27;;;;3001055987;TELKOM INFRASTRUKTUR INDONESIA;2089059022;2089059022;;;;0;;;31/03/26 19.21;;REG-1;null | TECHNICAL | Mati Total Fisik;;Perbaikan FO Akses Cut;;;;25990082;;datek Gpon;2026-03-31 18:37:22.258;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.04.05;00.00.00;00.00.00;00.00.00;00.49.04;;;;;;;;;;;;;;C_CONN_001_001_001;;;1;Super Emergency - C4
BHJ;PEMATANG SIANTAR;SUMBAGUT;AREA 1;INC47697300;01.01.52;TSEL_METRO_7NODEB_UNDER_GPON01-D5-PNG-3KLK_GPON00-D5-PNG-3_MINOR_DOWN_REGTSEL6;31/03/26 18.31;TIF ASR NON FBB DISTRICT MADIUN;18880007;DWS;SITE;MADIUN;PNG;BACKEND;31/03/26 18.53;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;;;CUSTOMER;;IM-20260331-00003019;56;;;;C3700008;TELEKOMUNIKASI SELULAR;PCN012;PCN012;;;1;0;;;31/03/26 19.33;;REG-5;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;18880070;;Team masih Perjalanan Est 1 Jam;2026-03-31 19:00:56.54;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.06.20;00.00.00;00.00.00;00.00.00;01.01.53;;;;;;;Jumlah Site:7;;;;;;;C_CONN_TSEL_001_001_001;;;3;Medium
BLG;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:7NE;;;;;;;;;;;
BST;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:7NE;;;;;;;;;;;
DLM;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:7NE;;;;;;;;;;;
DLS;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
IDA;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[PCN026,PCN041,PCN059,PCN116,PCN012,PCN002,PCN112];;;;;;;;;;;
KBJ;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KTJ;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
LBK;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 7;;;;;;;;;;;
LGB;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN026 BILLING Metro-E;;;;;;;;;;;
PDN;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN041 BILLING Metro-E;;;;;;;;;;;
PER;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN059 BILLING Metro-E;;;;;;;;;;;
PMS;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN116 BILLING Metro-E;;;;;;;;;;;
PMY;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN012 BILLING Metro-E;;;;;;;;;;;
PPT;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN002 BILLING Metro-E;;;;;;;;;;;
PRR;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN112 BILLING Metro-E;;;;;;;;;;;
PSA;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
RBM;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBL;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 1;;;;;;;;;;;
SBN;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PCN061;;;;;;;;;;;
SDK;PEMATANG SIANTAR;SUMBAGUT;AREA 1;INC47697428;01.03.22;TSEL_METRO_MTB017_RIMBO_ULU_ME-D1-RBBA_MINOR_DOWN_REGTSEL2;31/03/26 18.29;TIF ASR NON FBB DISTRICT JAMBI;;DWS;SITE;JAMBI;RBB;BACKEND;31/03/26 18.55;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002923;56;;;;C3700008;TELEKOMUNIKASI SELULAR;MAB061;MAB061;;;;1;;;31/03/26 19.33;;REG-1;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;TAW1JMB033;;MTB017;2026-03-31 18:45:57.792;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.09.00;00.00.00;00.00.00;00.00.00;01.03.22;;;;;;;Jumlah Site:5;;;;;;;C_CONN_TSEL_001_001_001;;;3;Medium
SET;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:5NE;;;;;;;;;;;
SRA;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:5NE;;;;;;;;;;;
TBR;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:5NE;;;;;;;;;;;
TBT;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
TGD;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[MAB055,MTB041,MTB017,MAB031,MAB151];;;;;;;;;;;
TIB;PEMATANG SIANTAR;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AJM;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MTB017 BILLING Metro-E;;;;;;;;;;;
ANP;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MAB055 BILLING Radio IP;;;;;;;;;;;
ANR;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MTB041 BILLING Radio IP;;;;;;;;;;;
BGA;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MAB031 BILLING Radio IP;;;;;;;;;;;
GNT;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MAB151 BILLING Radio IP;;;;;;;;;;;
KIS;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPI;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
NGB;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 5;;;;;;;;;;;
PRA;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MAB055,MTB041,MTB017,MAB031,MAB151;;;;;;;;;;;
RAP;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 1;;;;;;;;;;;
SBO;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MAB061;;;;;;;;;;;
SIH;RANTAU PRAPAT;SUMBAGUT;AREA 1;INC47697272;01.04.13;TSEL_METRO_CJR504_GUNUNGBITUNG_GPON00-D3-TGE-3_LOW_DOWN_REGTSEL4;31/03/26 18.29;TIF ASR NON FBB DISTRICT BANDUNG;33806;DWS;SITE;SUKABUMI;TGE;BACKEND;31/03/26 18.38;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002931;56;;;;C3700008;TELEKOMUNIKASI SELULAR;CJR504;CJR504;;;;2;;;31/03/26 19.33;;REG-3;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;TELKOMSEL TELKOM - CME - PLN/POWER ON;;;19720011;;Alarm ONT DyingGasp (Power). Moban cek terlebih dahulu disisi powernya.;2026-03-31 18:49:46.342;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.01.06;00.00.00;00.00.00;00.00.00;01.04.13;;;;;;;Jumlah Site:1;Alarm ONT DyingGasp (Power). Moban cek terlebih dahulu disisi powernya.;Alarm ONT DyingGasp (Power). Moban cek terlebih dahulu disisi powernya.;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
TJB;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
TLD;RANTAU PRAPAT;SUMBAGUT;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
AVI;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
BLP;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
BTC;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[CJR504];;;;;;;;;;;
BUM;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDN;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
DBS;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
DGS;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CJR504;;;;;;;;;;;
KAI;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
KIJ;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KMS;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
LBJ;BATAM;SUMBAGTENG;AREA 1;INC47697005;01.07.04;TSEL_METRO_PBR038_PADANGBOLAK_GPON14-D1-PBB-3_LOW_DOWN_REGTSEL10;31/03/26 18.26;TIF ASR NON FBB DISTRICT PEKANBARU;;DWS;SITE;RIDAR;PBB;BACKEND;31/03/26 18.37;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002966;56;;;;C3700008;TELEKOMUNIKASI SELULAR;PBR038;PBR038;;;;1;;;31/03/26 19.33;;REG-1;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;25020258;;dn;2026-03-31 18:33:12.913;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.02.19;00.00.00;00.00.00;00.00.00;01.07.04;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
MOR;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
NGS;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
PNI;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
PYT;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
RAI;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[PBR038];;;;;;;;;;;
SGT;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SKN;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
SLU;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
SYA;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PBR038;;;;;;;;;;;
TBK;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
TER;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIN;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
TJT;BATAM;SUMBAGTENG;AREA 1;INC47697206;00.30.32;TSEL_METRO_PMN062_BUGIHIBS_GPON00-D5-PME-3_LOW_DOWN_REGTSEL6;31/03/26 18.25;TIF ASR NON FBB DISTRICT SURAMADU;20970025;DWS;SITE;MADURA;PME;BACKEND;31/03/26 19.17;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;;;CUSTOMER;;IM-20260331-00003012;56;;;;C3700008;TELEKOMUNIKASI SELULAR;PMN062;PMN062;;;;2;;;31/03/26 19.33;;REG-5;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;21960113;;Estimasi;2026-03-31 19:35:07.373;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.11.21;00.00.00;00.00.00;00.00.00;00.30.32;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;5;Emergency
TJU;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
TPI;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
TUB;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
TUS;BATAM;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
ABG;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[PMN062];;;;;;;;;;;
BKT;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BSK;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
BSO;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
HRU;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PMN062 BILLING Metro-E#GPON00-D5-PME-3#1/2/8:101;;;;;;;;;;;
KMN;BUKIT TINGGI;SUMBAGTENG;AREA 1;INC47697196;01.09.13;TSEL_METRO_LBP679_MERBAU_INDAH_GPON00-D1-LBP-3_LOW_DOWN_REGTSEL1;31/03/26 18.24;TIF ASR NON FBB DISTRICT MEDAN;;DWS;SITE;MEDAN;LBP;BACKEND;31/03/26 19.25;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00003010;56;;;;C3700008;TELEKOMUNIKASI SELULAR;LBP679;LBP679;;;;0;;;31/03/26 19.33;;REG-1;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;15887256;;INC47697196 | [Normal] Multiple Site Down@TO LUBUK PAKAMImpact: 1 Site(s) / 6 NE-BAND(s) (6);2026-03-31 19:14:14.92;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.10.48;00.00.00;00.00.00;00.00.00;01.09.13;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
KNL;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
KOU;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
KYT;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
LBA;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
LBB;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[LBP679];;;;;;;;;;;
LBS;BUKIT TINGGI;SUMBAGTENG;AREA 1;INC47697124;01.15.26;TSEL_METRO_TBH649_DESA_PANCUR_GPON00-D1-RGT-3SBD_2G_ONLY_LOW_PARTIAL_REGTSEL10;31/03/26 18.17;TIF ASR NON FBB DISTRICT PEKANBARU;;DWS;SITE;RIDAR;RGT;BACKEND;31/03/26 18.26;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002450;56;;;;C3700008;TELEKOMUNIKASI SELULAR;TBH649;TBH649;;;;0;;;31/03/26 19.33;;REG-1;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;25010095;;hasil cek LOS;2026-03-31 18:24:45.432;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.02.22;00.00.00;00.00.00;00.00.00;01.15.26;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
LIN;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
MIN;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:0NE;;;;;;;;;;;
NRS;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:0NE;;;;;;;;;;;
PAM;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
PDJ;BUKIT TINGGI;SUMBAGTENG;AREA 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[TBH649];;;;;;;;;;;
